"id","mz","diff","reference","formula","formula_isotopefree","formula_ion","homseries","totalc","H.C","O.C","C","H","O","N","S","P","Cl","Na","C13","O18","N15","S34","Cl37","Co","Cu.i","Cu.ii","Cu65.i","Cu65.ii","Fe.ii","Fe.iii","Fe54.ii","Fe54.iii","Br79","Br81","Ni.ii","Ni60.ii","Zn.ii","Zn66.ii","I","MDL_3.7","ResPow","m1","SE","present_in","AI","AI.mod","DBE","Aromatic","Aromatic.O_rich","Aromatic.O_poor","Highly.unsaturated","Highly.unsaturated.O_rich","Highly.unsaturated.O_poor","Unsaturated","Unsaturated.O_rich","Unsaturated.O_poor","Unsaturated.with.N","Saturated","Saturated.O_rich","Saturated.O_poor","mean_signal_to_MDL","isoratioC13.1","isoratioC13.2","isoratio_O18","isoratioS34","isoratioN15","isoratioBr81.1","isoratioBr81.2","isoratioCu.i_65","isoratioCu.ii_65","isoratioFe.ii_54","isoratioFe.iii_54","isoratioZn.ii_66","isoratioNi.ii_60","isoratioCl37","isorat_sdC13.1","isorat_sdC13.2","isorat_sd_O18","isorat_sd_S34","isorat_sd_N15","homnetworkmember","mean_of_ratio_deviance","diff_filter","alternative_formula","Sample1_masslistsSTD1_LSt_MA_FTMS_STD1_01_1-2-34_1_21572.csv","Sample2_masslistsSTD1_LSt_MA_FTMS_STD1_02_1-2-34_1_21580.csv","Sample3_masslistsSTD1_LSt_MA_FTMS_STD1_03_1-2-34_1_21588.csv","Sample4_masslistsSTD2_LSt_MA_FTMS_STD2_01_1-2-45_1_21724.csv","Sample5_masslistsSTD2_LSt_MA_FTMS_STD2_02_1-2-45_1_21734.csv","Sample6_masslistsSTD2_LSt_MA_FTMS_STD2_03_1-2-45_1_21744.csv","Sample7_masslistsSTD3_LSt_MA_FTMS_STD3_01_1-2-36_1_21598.csv","Sample8_masslistsSTD3_LSt_MA_FTMS_STD3_02_1-2-36_1_21606.csv","Sample9_masslistsSTD3_LSt_MA_FTMS_STD3_03_1-2-36_1_21614.csv","Sample10_masslistsStock STD_LSt_MA_FTMS_Stock STD_01_1-2-38_1_21624.csv","Sample11_masslistsStock STD_LSt_MA_FTMS_Stock STD_02_1-2-38_1_21634.csv","Sample12_masslistsStock STD_LSt_MA_FTMS_Stock STD_03_1-2-38_1_21644.csv"
0,365.043047299658,0.0047289,366.050322,"C_27 H_10 S_1","C27H10S","C_27 H_9 S_1",1,27,0.37,0,27,10,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3465889.90003088,583800,365.04321779293,0.0617139355340524,2,0.85,0.85,23,1,0,1,0,0,0,0,0,0,0,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,201,Inf,TRUE,"C_27 H_10 S_1",NA,NA,NA,NA,3481452,3471906,NA,NA,NA,NA,NA,NA
0,365.085195826845,0.2956029,366.092580476,"C_21 H_18 O_4 S_1","C21H18O4S","C_21 H_17 O_4 S_1",1,21,0.857,0.19,21,18,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3465889.90003088,573957,365.0853779765,0.103361275904348,3,0.5,0.56,13,1,0,1,0,0,0,0,0,0,0,0,0,0,2.25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,187,Inf,FALSE,NA,NA,NA,NA,9424778,7456625,6535719,NA,NA,NA,NA,NA,NA
0,368.156165073418,0.1454342,369.163495194,"C_14 H_27 O_10 N_1","C14H27NO10","C_14 H_26 O_10 N_1",1,14,1.929,0.714,14,27,10,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3468692.50764717,550150.333333333,368.156250592431,0.249407733575013,6,0,0,2,0,0,0,0,0,0,1,1,0,1,0,0,0,2.53,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,434,Inf,FALSE,NA,NA,NA,NA,NA,NA,NA,7755413,5555102,10477218,10401343,7902017,10539240
0,373.307031381203,0.3971823,374.314456484,"C_20 H_42 O_4 N_2","C20H42N2O4","C_20 H_41 O_4 N_2",1,20,2.1,0.2,20,42,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3473360.12124471,372062.5,373.307244954521,0.238594141464673,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1.03,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,635,Inf,FALSE,NA,NA,NA,NA,NA,NA,3694081,NA,NA,NA,NA,3484281,NA
-3,377.085329045971,0.2855121,378.092713428,"C_11 H_23 O_12 P_1","C11H23O12P","C_11 H_22 O_12 P_1",5,11,2.091,1.091,11,23,12,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3477091.17334579,511146.5,377.085574040854,0.0896775273279087,6,6,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,657.86,-31.48,82.4,-133.71,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,85.8291397076296,157.569729354004,135.063132410581,NA,NA,301,82.53,FALSE,NA,NA,NA,NA,2203186944,2075258112,1953628032,NA,NA,NA,2454846208,2494691328,2542925312
-2,378.088713445124,0.2067708,379.096068263,"C_10 H_23 O_12 P_1 C13_1","C11H23O12P","C_10 H_22 O_12 P_1 C13_1",5,11,2.091,1.091,10,23,12,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3478023.52838306,499615.666666667,378.08896932225,0.173723165557975,6,6,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,78.34,-31.48,NA,-14.32,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,85.8291397076296,157.569729354004,107.57299578756,NA,NA,301,22.9,FALSE,NA,NA,NA,NA,284030912,271969696,251527184,NA,NA,NA,274332480,272759008,280098400
0,379.055176328875,0.38741,380.0626,"C_31 H_8","C31H8","C_31 H_7",1,31,0.258,0,31,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3478955.72638252,519143,379.055176328875,0.0391743559643086,2,0.9,0.9,28,1,0,1,0,0,0,0,0,0,0,0,0,0,3.67,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,115,Inf,FALSE,NA,13439815,12120679,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
-3,379.082381446399,0.1461366,380.089602333,"C_21 H_16 O_7","C21H16O7","C_21 H_15 O_7",4,21,0.762,0.333,21,16,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3478955.72638252,502743.333333333,379.082646125384,0.133340743949554,6,0.5,0.6,14,1,0,1,0,0,0,0,0,0,0,0,0,0,199.89,-460.74,-693.31,562.11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,26.5812590642199,48.6485339918547,93.5395894442854,NA,NA,82,572.05,FALSE,NA,NA,NA,NA,704772160,687468096,648151168,NA,NA,NA,700054464,717355392,714733312
-2,379.089592677312,0.2386234,380.096959809,"C_11 H_23 O_11 P_1 O18_1","C11H23O12P","C_11 H_22 O_11 P_1 O18_1",5,11,2.091,1.091,11,23,11,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3478955.72638252,510676.833333333,379.089858983746,0.182868205018123,6,6,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,13.76,81.42,NA,-133.71,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,157.42541701699,NA,135.063132410581,NA,NA,301,107.56,FALSE,NA,NA,NA,NA,55375952,49409572,45482116,NA,NA,NA,46267320,43383160,47380212
-1,379.089592677312,0.1477018,380.096812968,"C_15 H_16 O_8 N_4","C15H16N4O8","C_15 H_15 O_8 N_4",2,15,1.067,0.533,15,16,8,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3478955.72638252,510676.833333333,379.089858983746,0.182868205018123,6,0,0.29,10,0,0,0,1,1,0,0,0,0,0,0,0,0,13.76,-206.96,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,115.445305812459,NA,NA,NA,NA,746,206.96,FALSE,NA,NA,NA,NA,55375952,49409572,45482116,NA,NA,NA,46267320,43383160,47380212
-1,379.092072645372,0.1947412,380.099423098,"C_9 H_23 O_12 P_1 C13_2","C11H23O12P","C_9 H_22 O_12 P_1 C13_2",5,11,2.091,1.091,9,23,12,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3478955.72638252,512155.166666667,379.092338191618,0.200027469217851,6,6,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4.89,NA,82.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,157.569729354004,NA,NA,NA,301,82.4,FALSE,NA,NA,NA,NA,17168462,18198052,17219714,NA,NA,NA,16726967,15939961,16873204
-1,380.085735624293,0.1440278,381.092957168,"C_20 H_16 O_7 C13_1","C21H16O7","C_20 H_15 O_7 C13_1",4,21,0.762,0.333,20,16,7,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3479887.7704541,496401,380.085998482568,0.101313670138671,6,0.5,0.6,14,1,0,1,0,0,0,0,0,0,0,0,0,0,25.3,-460.74,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,26.5812590642199,48.6485339918547,NA,NA,NA,82,460.74,FALSE,NA,NA,NA,NA,93124832,89714328,87032048,NA,NA,NA,85523504,87161352,85718912
0,380.088626889655,0.4760088,381.096084726,"C_19 H_15 O_6 N_3","C19H15N3O6","C_19 H_14 O_6 N_3",1,19,0.789,0.316,19,15,6,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3479887.7704541,481419,380.088933200105,0.331840448607677,2,0.5,0.62,14,1,0,1,0,0,0,0,0,0,0,0,0,0,1.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,690,Inf,FALSE,NA,NA,NA,NA,4174052,NA,4161774,NA,NA,NA,NA,NA,NA
-2,380.092912774353,0.329147,381.100314644,"C_10 H_23 O_11 P_1 C13_1 O18_1","C11H23O12P","C_10 H_22 O_11 P_1 C13_1 O18_1",5,11,2.091,1.091,10,23,11,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3479887.7704541,574672.8,380.093176932798,0.122379308570488,5,6,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1.86,81.42,NA,-14.32,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,157.42541701699,NA,107.57299578756,NA,NA,301,47.87,FALSE,NA,NA,NA,NA,6248676,5811862,6684911,NA,NA,NA,7347252,NA,6346624
-1,380.092912774353,0.0561611,381.100167803,"C_14 H_16 O_8 N_4 C13_1","C15H16N4O8","C_14 H_15 O_8 N_4 C13_1",2,15,1.067,0.533,14,16,8,4,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3479887.7704541,574672.8,380.093176932798,0.122379308570488,5,0,0.29,10,0,0,0,1,1,0,0,0,0,0,0,0,0,1.86,-206.96,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,115.445305812459,NA,NA,NA,NA,746,206.96,FALSE,NA,NA,NA,NA,6248676,5811862,6684911,NA,NA,NA,7347252,NA,6346624
0,380.092912774353,0.2144475,381.10010748,"C_24 H_15 O_4 N_1","C24H15NO4","C_24 H_14 O_4 N_1",1,24,0.625,0.167,24,15,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3479887.7704541,574672.8,380.093176932798,0.122379308570488,5,0.68,0.71,18,1,0,1,0,0,0,0,0,0,0,0,0,0,1.86,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,456,Inf,FALSE,NA,NA,NA,NA,6248676,5811862,6684911,NA,NA,NA,7347252,NA,6346624
-1,381.086635461915,0.1653494,382.093848714,"C_21 H_16 O_6 O18_1","C21H16O7","C_21 H_15 O_6 O18_1",4,21,0.762,0.333,21,16,6,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3480819.66371136,516268.833333333,381.086883905826,0.0779887206006678,6,0.5,0.6,14,1,0,1,0,0,0,0,0,0,0,0,0,0,4.39,NA,NA,562.11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,93.5395894442854,NA,NA,82,562.11,FALSE,NA,NA,NA,NA,13891960,14675718,14565721,NA,NA,NA,16497839,15989398,16070667
-1,381.089137505294,0.2667756,382.096312003,"C_19 H_16 O_7 C13_2","C21H16O7","C_19 H_15 O_7 C13_2",4,21,0.762,0.333,19,16,7,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3480819.66371136,548019.333333333,381.089384854614,0.0933020833838876,6,0.5,0.6,14,1,0,1,0,0,0,0,0,0,0,0,0,0,1.61,NA,-693.31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,48.6485339918547,NA,NA,NA,82,693.31,FALSE,NA,NA,NA,NA,4360568,4648711,5558618,NA,NA,NA,6532272,6486678,6002700
0,381.101475748999,0.3345854,382.108624333,"C_18 H_22 O_7 S_1","C18H22O7S","C_18 H_21 O_7 S_1",1,18,1.222,0.389,18,22,7,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3480819.66371136,533876.5,381.101475748999,0.0831232252337662,2,0,0.26,8,0,0,0,1,0,1,0,0,0,0,0,0,0,2.85,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,181,Inf,FALSE,NA,12080081,7787202,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
-1,387.114356914737,0.1460908,388.121690047,"C_13 H_24 O_13","C13H24O13","C_13 H_23 O_13",2,13,1.846,1,13,24,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3486408.02813544,495704.333333333,387.114398053092,0.0336463845037544,3,0,0,2,0,0,0,0,0,0,1,1,0,0,0,0,0,8.35,227.59,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,70.2713164793497,NA,NA,NA,NA,45,227.59,FALSE,NA,NA,NA,NA,28245216,28930474,30147542,NA,NA,NA,NA,NA,NA
-1,388.117749278967,0.0492669,389.125044882,"C_12 H_24 O_13 C13_1","C13H24O13","C_12 H_23 O_13 C13_1",2,13,1.846,1,12,24,13,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3487338.95047469,461346,388.117780579257,0.0532308161106953,2,0,0,2,0,0,0,0,0,0,1,1,0,0,0,0,0,1.51,227.59,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,70.2713164793497,NA,NA,NA,NA,45,227.59,FALSE,NA,NA,NA,NA,NA,4948505,5592128,NA,NA,NA,NA,NA,NA
0,388.158716996491,0.221119,389.16607948,"C_21 H_27 O_4 N_1 S_1","C21H27NO4S","C_21 H_26 O_4 N_1 S_1",1,21,1.286,0.19,21,27,4,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3487338.95047469,617923,388.158916128398,0.328082266068376,4,0.2,0.29,9,0,0,0,1,0,1,0,0,0,0,0,0,0,1.34,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,516,Inf,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,3826951,4751394,5574282,4516856
0,389.9562289798,0.22564,390.963417194,"C_15 H_5 O_10 N_1 S_1","C15H5NO10S","C_15 H_4 O_10 N_1 S_1",1,15,0.333,0.667,15,5,10,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3489200.41671638,446229.333333333,389.956427487516,0.257456219744361,3,0.67,0.88,14,1,1,0,0,0,0,0,0,0,0,0,0,0,1.23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,505,Inf,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5501189,3760013,3618045
0,390.149978842795,0.0691078,391.157228242,"C_27 H_21 O_2 N_1","C27H21NO2","C_27 H_20 O_2 N_1",1,27,0.778,0.074,27,21,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3489200.41671638,393866,390.150048667839,0.285622733016403,3,0.62,0.64,18,1,0,1,0,0,0,0,0,0,0,0,0,0,3.13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,464,Inf,FALSE,NA,NA,NA,NA,NA,NA,NA,9231920,9452105,14058957,NA,NA,NA
0,393.976016338653,0.4780303,394.983103956,"C_18 H_6 O_8 N_1 P_1","C18H6NO8P","C_18 H_5 O_8 N_1 P_1",1,18,0.333,0.444,18,6,8,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3492921.91537843,504598.5,393.976221068603,0.0699638408403351,2,0.88,0.92,17,1,0,1,0,0,0,0,0,0,0,0,0,0,1.48,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,564,Inf,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4731356,5582673
-1,395.090223408175,0.2395572,396.097404952,"C_18 H_21 O_8 P_1","C18H21O8P","C_18 H_20 O_8 P_1",2,18,1.167,0.444,18,21,8,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3493852.00745113,483449.833333333,395.090352728555,0.322181727666997,6,0,0.31,9,0,0,0,1,0,1,0,0,0,0,0,0,0,7.37,-195.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,222.479643762887,NA,NA,NA,NA,311,195.6,FALSE,NA,NA,NA,NA,NA,NA,NA,23584754,25353198,35547112,20464538,26346114,23248890
-1,395.096149676403,0.3737938,396.103278047,"C_11 H_25 O_13 P_1","C11H25O13P","C_11 H_24 O_13 P_1",2,11,2.273,1.182,11,25,13,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3493852.00745113,508335.333333333,395.096169569221,0.367056438369827,3,4.67,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,18.09,70.04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,73.7912024293733,NA,NA,NA,NA,302,70.04,FALSE,NA,98195368,87840128,NA,NA,NA,NA,NA,NA,NA,NA,3588738,NA
0,396.093575396798,0.1092065,397.100895194,"C_17 H_19 O_10 N_1","C17H19NO10","C_17 H_18 O_10 N_1",1,17,1.118,0.588,17,19,10,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3494781.99192256,550512,396.093705095749,0.419428029240928,6,0,0.27,9,0,0,0,1,1,0,0,0,0,0,0,0,0,1.19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,441,Inf,FALSE,NA,NA,NA,NA,NA,NA,NA,3878991,3521608,4393053,3531806,3875608,5816467
-1,396.093575396798,0.2317824,397.100759787,"C_17 H_21 O_8 P_1 C13_1","C18H21O8P","C_17 H_20 O_8 P_1 C13_1",2,18,1.167,0.444,17,21,8,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3494781.99192256,550512,396.093705095749,0.419428029240928,6,0,0.31,9,0,0,0,1,0,1,0,0,0,0,0,0,0,1.19,-195.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,222.479643762887,NA,NA,NA,NA,311,195.6,FALSE,NA,NA,NA,NA,NA,NA,NA,3878991,3521608,4393053,3531806,3875608,5816467
-1,396.099534897769,0.4493678,397.106632882,"C_10 H_25 O_13 P_1 C13_1","C11H25O13P","C_10 H_24 O_13 P_1 C13_1",2,11,2.273,1.182,10,25,13,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3494781.99192256,497615.5,396.099534897769,0.0483782284243086,2,4.67,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,3.5,70.04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,73.7912024293733,NA,NA,NA,NA,302,70.04,FALSE,NA,12326904,12154294,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0,397.087214192507,0.4942721,398.094293857,"C_28 H_14 O_3","C28H14O3","C_28 H_13 O_3",1,28,0.5,0.107,28,14,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3495711.87151458,505646.333333333,397.087342398479,0.309120660802435,6,0.76,0.77,22,1,0,1,0,0,0,0,0,0,0,0,0,0,2.36,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,104,Inf,FALSE,NA,NA,NA,NA,NA,NA,NA,9011373,6659234,11241685,6448290,8119215,7938349
0,397.226412807956,0.3392305,398.233824333,"C_18 H_38 O_7 S_1","C18H38O7S","C_18 H_37 O_7 S_1",1,18,2.111,0.389,18,38,7,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3495711.87151458,576563.666666667,397.226521026953,0.335022636799041,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1.24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,183,Inf,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,4213935,NA,4093108,NA,4706626
0,398.166613026756,0.4267689,399.174059813,"C_15 H_29 O_11 N_1","C15H29NO11","C_15 H_28 O_11 N_1",1,15,1.933,0.733,15,29,11,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3496641.64895217,474237,398.16678795082,0.059021114454286,3,0,0,2,0,0,0,0,0,0,1,1,0,1,0,0,0,16.75,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,436,Inf,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,57673012,58000468,60031444
0,401.07806395513,0.3846571,402.085185722,"C_22 H_14 O_6 N_2","C22H14N2O6","C_22 H_13 O_6 N_2",1,22,0.636,0.273,22,14,6,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3499430.39556758,484052,401.078246071118,0.202248447281939,2,0.64,0.71,17,1,0,1,0,0,0,0,0,0,0,0,0,0,1.07,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,637,Inf,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,3599065,NA,NA,3908518
0,404.104651585691,0.1835221,405.11185367,"C_12 H_23 O_14 N_1","C12H23NO14","C_12 H_22 O_14 N_1",1,12,1.917,1.167,12,23,14,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3502218.31703877,484777.666666667,404.104563561774,0.0913822874706803,3,4.33,0,2,0,0,0,0,0,0,1,1,0,1,0,0,0,7.85,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,428,Inf,FALSE,NA,NA,NA,NA,27067936,26245426,29166340,NA,NA,NA,NA,NA,NA
0,405.151325465379,0.3503582,406.158744198,"C_16 H_26 O_10 N_2","C16H26N2O10","C_16 H_25 O_10 N_2",1,16,1.625,0.625,16,26,10,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3503147.45186889,492076.5,405.151429187666,0.310735166004608,6,0,0,5,0,0,0,0,0,0,1,1,0,1,0,0,0,2.48,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,623,Inf,FALSE,NA,NA,NA,NA,NA,NA,NA,8512458,9027506,11382055,7014662,9087144,7194189
0,407.086496740112,0.0272609,408.093762047,"C_12 H_24 O_13 S_1","C12H24O13S","C_12 H_23 O_13 S_1",1,12,2,1.083,12,24,13,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3505005.47711425,485814,407.086496740112,0.0194543321497381,2,6.5,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,3.55,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,168,Inf,TRUE,"C_33 H_12",11819924,13064354,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0,407.086496740112,0.3107815,408.0939,"C_33 H_12","C33H12","C_33 H_11",1,33,0.364,0,33,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3505005.47711425,485814,407.086496740112,0.0194543321497381,2,0.85,0.85,28,1,0,1,0,0,0,0,0,0,0,0,0,0,3.55,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,120,Inf,TRUE,"C_33 H_12",11819924,13064354,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0,409.065708792025,0.4374709,410.073164619,"C_32 H_10 O_1","C32H10O","C_32 H_9 O_1",1,32,0.312,0.031,32,10,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3506863.19214823,482137,409.065739613974,0.162367561793448,3,0.87,0.87,28,1,0,1,0,0,0,0,0,0,0,0,0,0,1.97,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,118,Inf,FALSE,NA,7879759,9140547,NA,NA,NA,NA,NA,NA,NA,NA,NA,3715325
0,419.201847932112,0.4643545,420.208929238,"C_30 H_28 O_2","C30H28O2","C_30 H_27 O_2",1,30,0.933,0.067,30,28,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3516147.68941329,644621,419.201933142439,0.271483261586827,2,0.54,0.55,17,1,0,1,0,0,0,0,0,0,0,0,0,0,3.15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,110,Inf,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,10036797,12121939,NA,NA,NA
