id,mz,diff,reference,formula,formula_isotopefree,formula_ion,homseries,totalc,H.C,O.C,C,H,O,N,S,P,Cl,Na,C13,O18,N15,S34,Cl37,Co,Cu.i,Cu.ii,Cu65.i,Cu65.ii,Fe.ii,Fe.iii,Fe54.ii,Fe54.iii,Br79,Br81,Ni.ii,Ni60.ii,Zn.ii,Zn66.ii,I,MDL_3.5,ResPow,m1,SE,present_in,AI,AI.mod,DBE,Aromatic,Aromatic.O_rich,Aromatic.O_poor,Highly.unsaturated,Highly.unsaturated.O_rich,Highly.unsaturated.O_poor,Unsaturated,Unsaturated.O_rich,Unsaturated.O_poor,Unsaturated.with.N,Saturated,Saturated.O_rich,Saturated.O_poor,mean_signal_to_MDL,isoratioC13.1,isoratioC13.2,isoratio_O18,isoratioS34,isoratioN15,isoratioBr81.1,isoratioBr81.2,isoratioCu.i_65,isoratioCu.ii_65,isoratioFe.ii_54,isoratioFe.iii_54,isoratioZn.ii_66,isoratioNi.ii_60,isoratioCl37,isorat_sdC13.1,isorat_sdC13.2,isorat_sd_O18,isorat_sd_S34,isorat_sd_N15,homnetworkmember,mean_of_ratio_deviance,diff_filter,alternative_formula,Sample1_masslistsIHSS NOM_LSt_MA_FTMS_IHSS.NOM_STD_01_1-2-43_1_21692.csv,Sample2_masslistsIHSS NOM_LSt_MA_FTMS_IHSS.NOM_STD_02_1-2-43_1_21702.csv,Sample3_masslistsIHSS NOM_LSt_MA_FTMS_IHSS.NOM_STD_03_1-2-43_1_21712.csv,Sample4_masslistsMGC2101807_LSt_MA_FTMS_PB_1_01_1-2-30_1_21512.csv,Sample5_masslistsMGC2101807_LSt_MA_FTMS_PB_1_02_1-2-30_1_21522.csv,Sample6_masslistsMGC2101807_LSt_MA_FTMS_PB_1_03_1-2-30_1_21532.csv,Sample7_masslistsMGC2101808_LSt_MA_FTMS_PB_2_01_1-2-20_1_21420.csv,Sample8_masslistsMGC2101808_LSt_MA_FTMS_PB_2_02_1-2-20_1_21430.csv,Sample9_masslistsMGC2101808_LSt_MA_FTMS_PB_2_03_1-2-20_1_21440.csv,Sample10_masslistsMGC2101809_LSt_MA_FTMS_PB_3_01_1-2-14_1_21360.csv,Sample11_masslistsMGC2101809_LSt_MA_FTMS_PB_3_02_1-2-14_1_21370.csv,Sample12_masslistsMGC2101809_LSt_MA_FTMS_PB_3_03_1-2-14_1_21380.csv,Sample13_masslistsMGC2101812_LSt_MA_FTMS_Blank_A1_01_1-2-12_1_21334.csv,Sample14_masslistsMGC2101812_LSt_MA_FTMS_Blank_A1_02_1-2-12_1_21344.csv,Sample15_masslistsMGC2101812_LSt_MA_FTMS_Blank_A1_03_1-2-12_1_21352.csv,Sample16_masslistsMGC2101812_LSt_MA_FTMS_Blank_A2_01_1-2-19_1_21418.csv,Sample17_masslistsMGC2101812_LSt_MA_FTMS_Blank_A2_02_1-2-19_1_21428.csv,Sample18_masslistsMGC2101812_LSt_MA_FTMS_Blank_A2_03_1-2-19_1_21438.csv,Sample19_masslistsMGC2101815_LSt_MA_FTMS_IHSS_A1_01_1-2-9_1_21308.csv,Sample20_masslistsMGC2101815_LSt_MA_FTMS_IHSS_A1_02_1-2-9_1_21316.csv,Sample21_masslistsMGC2101815_LSt_MA_FTMS_IHSS_A1_03_1-2-9_1_21326.csv,Sample22_masslistsMGC2101815_LSt_MA_FTMS_IHSS_A2_01_1-2-1_1_21250.csv,Sample23_masslistsMGC2101815_LSt_MA_FTMS_IHSS_A2_02_1-2-1_1_21258.csv,Sample24_masslistsMGC2101815_LSt_MA_FTMS_IHSS_A2_03_1-2-1_1_21268.csv,Sample25_masslistsMGC2101816_LSt_MA_FTMS_IHSS_B1_01_1-2-23_1_21450.csv,Sample26_masslistsMGC2101816_LSt_MA_FTMS_IHSS_B1_02_1-2-23_1_21460.csv,Sample27_masslistsMGC2101816_LSt_MA_FTMS_IHSS_B1_03_1-2-23_1_21470.csv,Sample28_masslistsMGC2101816_LSt_MA_FTMS_IHSS_B2_01_1-2-5_1_21278.csv,Sample29_masslistsMGC2101816_LSt_MA_FTMS_IHSS_B2_02_1-2-5_1_21288.csv,Sample30_masslistsMGC2101816_LSt_MA_FTMS_IHSS_B2_03_1-2-5_1_21296.csv,Sample31_NELHA_1.csv,Sample32_NELHA_2.csv,Sample33_NELHA_3.csv,Sample34_NELHA_4.csv,Sample35_NELHA_5.csv
-1,398.1173327,0.1048394,399.124651,C_17 H_22 O_10 C13_1,C18H22O10,C_17 H_21 O_10 C13_1,31,18,1.222,0.556,17,22,10,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3336697.616,483547.4444,398.117345,0.09874413,9,0,0.23,8,0,0,0,1,1,0,0,0,0,0,0,0,0,8.31,42.78,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,96.92799603,NA,NA,NA,NA,85,42.78,FALSE,NA,20438236,21065210,20949928,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3413694,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,31663026,59273936,27172520,35564056,30123668
-1,398.1456592,0.0126092,399.1529306,C_18 H_25 O_9 N_1,C18H25NO9,C_18 H_24 O_9 N_1,11,18,1.389,0.5,18,25,9,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3336697.616,488518.6667,398.1456701,0.037647817,6,0,0.12,7,0,0,0,1,0,1,0,0,0,0,0,0,0,6.98,-67.85,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,96.23082218,NA,NA,NA,NA,935,67.85,FALSE,NA,4619491,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,24552380,43610848,21290672,24554016,21194396
-1,398.1537765,0.0413066,399.1610364,C_18 H_26 O_9 C13_1,C19H26O9,C_18 H_25 O_9 C13_1,26,19,1.368,0.474,18,26,9,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3336697.616,507850.5556,398.1537879,0.04274424,9,0,0.17,7,0,0,0,1,0,1,0,0,0,0,0,0,0,8.33,-74.16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,289.6850165,NA,NA,NA,NA,64,74.16,FALSE,NA,12098789,9907716,10210226,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3880643,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,38347712,65565408,33332914,42445344,34350748
0,398.1820324,0.0178512,399.189316,C_19 H_29 O_8 N_1,C19H29NO8,C_19 H_28 O_8 N_1,11,19,1.526,0.421,19,29,8,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3336697.616,507209.2,398.1820366,0.212067515,10,0,0.07,6,0,0,0,0,0,0,1,0,1,1,0,0,0,1.32,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,927,Inf,FALSE,NA,NA,NA,NA,NA,4147709,3983104,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3653326,3346119,4681951,NA,NA,3357088,NA,NA,NA,NA,NA,NA,4162504,6615790,4460217,5687850,NA
-1,398.1900982,0.1181696,399.1974218,C_19 H_30 O_8 C13_1,C20H30O8,C_19 H_29 O_8 C13_1,22,20,1.5,0.4,19,30,8,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3336697.616,507114.6667,398.1901099,0.186941337,6,0,0.12,6,0,0,0,0,0,0,1,0,1,0,0,0,0,3.31,41.83,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,552.5919701,NA,NA,NA,NA,55,41.83,FALSE,NA,NA,NA,4352957,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11969482,20247282,8527547,11135532,9995944
0,398.2183848,0.1004094,399.2257013,C_20 H_33 O_7 N_1,C20H33NO7,C_20 H_32 O_7 N_1,11,20,1.65,0.35,20,33,7,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3336697.616,503681.6,398.2184353,0.234457132,20,0,0.03,5,0,0,0,0,0,0,1,0,1,1,0,0,0,2.55,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,928,Inf,FALSE,NA,NA,NA,NA,11467733,11106818,11335428,6224976,8744931,8122392,NA,NA,NA,4919099,4519343,3801828,NA,NA,NA,13483731,14468812,13287652,7430676,9463624,9544100,9709123,7129549,7211439,NA,4090944,4193069,NA,NA,NA,NA,NA
0,398.2315645,0.301396,399.2387206,C_20 H_34 O_6 N_1 N15_1,C20H34N2O6,C_20 H_33 O_6 N_1 N15_1,9,20,1.7,0.3,20,34,6,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3336697.616,527904.6,398.2315691,0.109402128,5,0,0,5,0,0,0,0,0,0,1,0,1,1,0,0,0,1.18,NA,NA,NA,NA,29768.02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10268.44053,1356,29768.02,FALSE,NA,NA,NA,NA,NA,NA,NA,3454033,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4026069,3765966,NA,3449366,4962122,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
-1,398.2377847,0.0514721,399.2450406,C_19 H_34 O_6 N_2 C13_1,C20H34N2O6,C_19 H_33 O_6 N_2 C13_1,9,20,1.7,0.3,19,34,6,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3336697.616,544080.8,398.2377814,0.147782135,5,0,0,5,0,0,0,0,0,0,1,0,1,1,0,0,0,1.25,305.44,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,265.18528,NA,NA,NA,NA,1356,305.44,FALSE,NA,NA,NA,NA,3820503,NA,3983110,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4378326,4323022,NA,4334103,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0,398.254783,0.0683185,399.2620867,C_21 H_37 O_6 N_1,C21H37NO6,C_21 H_36 O_6 N_1,17,21,1.762,0.286,21,37,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3336697.616,520641.9231,398.2548211,0.243070479,13,0,0,4,0,0,0,0,0,0,1,0,1,1,0,0,0,1.57,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,907,Inf,FALSE,NA,NA,NA,NA,4680665,5847558,6362887,NA,NA,NA,NA,NA,NA,NA,NA,4203240,NA,NA,NA,6463192,4830929,6766826,5071385,5646157,4977065,3618375,5564882,4164020,NA,NA,NA,NA,NA,NA,NA,NA
0,398.9887447,0.2566651,399.9959185,C_22 H_9 O_4 S_1 P_1,C22H9O4PS,C_22 H_8 O_4 S_1 P_1,2,22,0.409,0.182,22,9,4,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3336697.616,497155.7273,398.988909,0.16402762,11,0.81,0.83,19,1,0,1,0,0,0,0,0,0,0,0,0,0,3.26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,824,Inf,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10219403,10057225,9646906,6134419,9121265,9243707,NA,NA,NA,NA,NA,NA,3442335,NA,4581915,19514206,18545800,19020674,NA,NA,NA,NA,NA
0,399.0569186,0.0490746,400.0641754,C_16 H_16 O_12,C16H16O12,C_16 H_15 O_12,32,16,1,0.75,16,16,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3337667.238,511258.875,399.0569395,0.129887776,8,0,0.3,9,0,0,0,1,1,0,0,0,0,0,0,0,0,9.62,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,112,Inf,FALSE,NA,76111320,80572176,79457448,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4927295,3630910,3805536,NA,NA,NA,NA,NA,3555877,NA,NA,NA,NA,4904040,NA,NA,NA
0,399.0755292,0.0051364,400.0828036,C_17 H_20 O_9 S_1,C17H20O9S,C_17 H_19 O_9 S_1,6,17,1.176,0.529,17,20,9,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3337667.238,521907.4286,399.0755423,0.065412906,7,0,0.22,8,0,0,0,1,1,0,0,0,0,0,0,0,0,1.98,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,425,Inf,FALSE,NA,NA,5353239,5385390,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6579433,12866672,5001127,5679919,5461919
0,399.0852033,0.40028,400.0923196,C_17 H_21 O_9 P_1,C17H21O9P,C_17 H_20 O_9 P_1,3,17,1.235,0.529,17,21,9,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3337667.238,502966,399.0852136,0.101220509,5,0,0.22,8,0,0,0,1,1,0,0,0,0,0,0,0,0,1.68,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,696,Inf,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4773100,8598644,4661162,5835570,4085666
-1,399.0932373,0.117593,400.1005608,C_17 H_20 O_11,C17H20O11,C_17 H_19 O_11,32,17,1.176,0.647,17,20,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3337667.238,497336.45,399.0932657,0.132761179,20,0,0.22,8,0,0,0,1,1,0,0,0,0,0,0,0,0,7.76,-109.62,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,112.3177637,NA,NA,NA,NA,86,109.62,FALSE,NA,74997216,78016288,75721904,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8314692,8292164,8700261,3680914,4519866,3342863,4601516,4516426,4147754,6341481,6814866,5585805,39527664,70153336,34185132,41691956,35006372
0,399.108549,0.0211389,400.115817,C_21 H_20 O_8,C21H20O8,C_21 H_19 O_8,13,21,0.952,0.381,21,20,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3337667.238,530413.875,399.1085642,0.078566558,8,0.31,0.47,12,0,0,0,1,0,1,0,0,0,0,0,0,0,3.49,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,151,Inf,FALSE,NA,22437350,21868320,22129846,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5170420,8082559,3956656,5802809,3700649
0,399.1119441,0.078959,400.119189,C_18 H_24 O_8 S_1,C18H24O8S,C_18 H_23 O_8 S_1,6,18,1.333,0.444,18,24,8,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3337667.238,446029.5,399.111956,0.115684842,6,0,0.15,7,0,0,0,1,0,1,0,0,0,0,0,0,0,2.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,416,Inf,FALSE,NA,NA,NA,3726520,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8529141,15119488,7577521,7924538,7161770
-1,399.129687,0.0431652,400.1369462,C_18 H_24 O_10,C18H24O10,C_18 H_23 O_10,27,18,1.333,0.556,18,24,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3337667.238,505330.15,399.1297087,0.156325165,20,0,0.15,7,0,0,0,1,1,0,0,0,0,0,0,0,0,14.86,13.88,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,90.7103341,NA,NA,NA,NA,65,13.88,FALSE,NA,53566956,59338536,57437372,NA,NA,3536731,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9838408,8841032,9077099,5145239,3704766,4534803,4449968,5311056,NA,5755756,5475477,5135249,136357120,236352640,113549240,142650176,121808816
0,399.1409136,0.0260803,400.1481796,C_17 H_24 O_9 N_2,C17H24N2O9,C_17 H_23 O_9 N_2,3,17,1.412,0.529,17,24,9,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3337667.238,557053,399.1409241,0.072797372,5,0,0.05,7,0,0,0,1,1,0,0,0,0,0,0,0,0,2.03,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1341,Inf,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7423230,11236493,4947897,5712706,4573106
0,399.1449459,0.049956,400.1522023,C_22 H_24 O_7,C22H24O7,C_22 H_23 O_7,14,22,1.091,0.318,22,24,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3337667.238,507078.75,399.1449608,0.064369453,8,0.27,0.41,11,0,0,0,1,0,1,0,0,0,0,0,0,0,3.46,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,106,Inf,FALSE,NA,17489390,17526572,18427072,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5797120,14988430,6651834,6236995,5363635
-1,399.1489537,0.1382485,400.1562854,C_17 H_25 O_9 N_1 C13_1,C18H25NO9,C_17 H_24 O_9 N_1 C13_1,11,18,1.389,0.5,17,25,9,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3337667.238,404926,399.1489649,0.112511438,4,0,0.12,7,0,0,0,1,0,1,0,0,0,0,0,0,0,1.6,-67.85,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,96.23082218,NA,NA,NA,NA,935,67.85,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4846849,7853200,3530683,5155653,NA
-1,399.1660194,0.0892163,400.1733316,C_19 H_28 O_9,C19H28O9,C_19 H_27 O_9,23,19,1.474,0.474,19,28,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3337667.238,498812.3889,399.1660336,0.117207669,18,0,0.1,6,0,0,0,1,0,1,0,0,0,0,0,0,0,8.97,-73.82,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,157.02908,NA,NA,NA,NA,56,73.82,FALSE,NA,14015989,14855986,16460998,4643908,3766899,4368222,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4755277,5199694,4710768,3642012,NA,4207128,NA,NA,3754548,NA,3460249,NA,82158856,146830480,65576896,87862088,68724664
0,399.1813036,0.019176,400.1885877,C_23 H_28 O_6,C23H28O6,C_23 H_27 O_6,14,23,1.217,0.261,23,28,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3337667.238,532333,399.1813201,0.151761538,6,0.24,0.35,10,0,0,0,1,0,1,0,0,0,0,0,0,0,2.25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,80,Inf,FALSE,NA,9092601,9432886,10865867,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4404491,7378078,NA,3963726,NA
0,399.2024612,0.0517504,400.209717,C_20 H_32 O_8,C20H32O8,C_20 H_31 O_8,17,20,1.6,0.4,20,32,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3337667.238,506853,399.2024808,0.243145178,17,0,0.06,5,0,0,0,0,0,0,1,0,1,0,0,0,0,1.92,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,57,Inf,FALSE,NA,NA,NA,NA,5012553,5286519,5699426,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5971794,4486995,5521782,3504802,4257736,3883548,NA,NA,3586618,4346740,3409052,NA,10233106,15660199,7782345,10931028,9308099
0,399.2136654,0.0212608,400.2209503,C_19 H_32 O_7 N_2,C19H32N2O7,C_19 H_31 O_7 N_2,14,19,1.684,0.368,19,32,7,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3337667.238,531131,399.2137006,0.227143732,14,0,0,5,0,0,0,0,0,0,1,0,1,1,0,0,0,1.64,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1369,Inf,FALSE,NA,NA,NA,NA,3701834,4016760,3876707,NA,NA,3887225,NA,NA,NA,NA,NA,3769172,NA,NA,NA,6840148,7358292,6226295,8741539,7325641,7987742,4720314,3852892,4229691,NA,NA,NA,NA,NA,NA,NA,NA
-1,399.2499905,0.1717995,400.2573357,C_20 H_36 O_6 N_2,C20H36N2O6,C_20 H_35 O_6 N_2,20,20,1.8,0.3,20,36,6,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3337667.238,500784.1111,399.2500467,0.235540753,27,0,0,4,0,0,0,0,0,0,1,0,1,1,0,0,0,5.46,72.68,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,341.8424264,NA,NA,NA,NA,1344,72.68,FALSE,NA,NA,NA,NA,9854030,10508925,11335526,7605420,8368211,9212028,11437869,12627413,9841876,10031014,11957800,7820120,7060139,6000144,5049432,21561176,23988056,20693372,78283432,78546896,75792928,13682366,13830753,14256704,4195193,4218017,4668319,NA,NA,NA,NA,NA
0,400.0885379,0.0111844,401.0958098,C_16 H_19 O_11 N_1,C16H19NO11,C_16 H_18 O_11 N_1,10,16,1.188,0.688,16,19,11,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3338636.881,523297.5,400.0885579,0.157727668,4,0,0.16,8,0,0,0,1,1,0,0,0,0,0,0,0,0,1.96,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,957,Inf,FALSE,NA,5799664,5845064,8392132,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6071850,NA,NA,NA
-1,400.0966701,0.0769327,401.1039156,C_16 H_20 O_11 C13_1,C17H20O11,C_16 H_19 O_11 C13_1,32,17,1.176,0.647,16,20,11,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3338636.881,498793,400.0966845,0.094179048,8,0,0.22,8,0,0,0,1,1,0,0,0,0,0,0,0,0,2.85,-109.62,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,112.3177637,NA,NA,NA,NA,86,109.62,FALSE,NA,13688562,11071562,13184455,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5809719,12449325,6693050,7982172,5155007
0,400.1038189,0.0731792,401.111066,C_20 H_19 O_8 N_1,C20H19NO8,C_20 H_18 O_8 N_1,3,20,0.95,0.4,20,19,8,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3338636.881,546631.4,400.1038366,0.287969822,5,0.27,0.47,12,0,0,0,1,0,1,0,0,0,0,0,0,0,1.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1000,Inf,FALSE,NA,4542196,4747341,5078473,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3651129,5310000,NA,NA,NA
0,400.1249354,0.0414975,401.1321952,C_17 H_23 O_10 N_1,C17H23NO10,C_17 H_22 O_10 N_1,8,17,1.353,0.588,17,23,10,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3338636.881,501626.8333,400.1249465,0.082503216,6,0,0.09,7,0,0,0,1,1,0,0,0,0,0,0,0,0,3.53,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,948,Inf,FALSE,NA,NA,4169811,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13444672,20526650,10805442,12069988,9726151
-1,400.1330141,0.0262776,401.140301,C_17 H_24 O_10 C13_1,C18H24O10,C_17 H_23 O_10 C13_1,27,18,1.333,0.556,17,24,10,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3338636.881,493372.5,400.133027,0.061843148,8,0,0.15,7,0,0,0,1,1,0,0,0,0,0,0,0,0,7.04,13.88,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,90.7103341,NA,NA,NA,NA,65,13.88,FALSE,NA,13098747,12496981,13299153,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,26912322,46626364,23208132,28519526,23767242
0,400.1402323,0.1431045,401.1474513,C_21 H_23 O_7 N_1,C21H23NO7,C_21 H_22 O_7 N_1,6,21,1.095,0.333,21,23,7,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3338636.881,521866,400.1402469,0.425554189,7,0.23,0.39,11,0,0,0,1,0,1,0,0,0,0,0,0,0,1.21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,972,Inf,FALSE,NA,3759870,3579992,3341779,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3438149,6604352,3735750,NA,3807435
